bvn,state_of_origin,state_of_residence,local_government_area,source_of_income
20000000539,Kano,Ogun,Abeokuta South,Salary
20000000540,Ogun,Oyo,Ogbomosho North,Salary
20000000541,FCT,Ondo,Owo,Agriculture
20000000542,Borno,Oyo,Ibadan South-West,Salary
20000000543,Cross River,Taraba,Jalingo,Freelancing
20000000544,Abia,Taraba,Jalingo,Salary
20000000545,Gombe,Niger,Minna,Salary
20000000546,Oyo,Cross River,Calabar Municipal,Salary
20000000547,Kwara,Nasarawa,Keffi,Salary
20000000548,Bayelsa,Osun,Ife Central,Informal
20000000549,Gombe,Nasarawa,Keffi,Business
20000000550,Akwa Ibom,Adamawa,Mubi North,Business
20000000551,Benue,Kwara,Ilorin East,Freelancing
20000000552,Imo,Edo,Ikpoba-Okha,Agriculture
20000000553,Benue,Edo,Ikpoba-Okha,Business
20000000554,Zamfara,Niger,Suleja,Business
20000000555,Borno,Jigawa,Dutse,Salary
20000000556,Anambra,Rivers,Okrika,Salary
20000000557,Abia,Yobe,Potiskum,Agriculture
20000000558,Ogun,Cross River,Calabar Municipal,Mixed
20000000559,Kaduna,Kebbi,Argungu,Business
20000000560,Niger,Kebbi,Argungu,Remittance
20000000561,Osun,Ekiti,Ado-Ekiti,Salary
20000000562,Enugu,Ondo,Akure South,Salary
20000000563,Kebbi,Benue,Otukpo,Contract
20000000564,Akwa Ibom,Yobe,Damaturu,Freelancing
20000000565,Lagos,Niger,Bida,Business
20000000566,Kebbi,Adamawa,Yola North,Agriculture
20000000567,Abia,Yobe,Damaturu,Agriculture
20000000568,Kaduna,Taraba,Jalingo,Business
20000000569,Rivers,Bayelsa,Ogbia,Freelancing
20000000570,Enugu,Kebbi,Argungu,Agriculture
20000000571,Anambra,Katsina,Daura,Informal
20000000572,Osun,Ebonyi,Abakaliki,Salary
20000000573,Adamawa,Ekiti,Ado-Ekiti,Remittance
20000000574,Benue,Ogun,Ijebu Ode,Salary
20000000575,Rivers,Katsina,Katsina,Business
20000000576,Imo,Kebbi,Argungu,Mixed
20000000577,FCT,Adamawa,Yola North,Salary
20000000578,Lagos,Plateau,Barkin Ladi,Salary
20000000579,Bayelsa,Lagos,Surulere,Business
20000000580,Anambra,Adamawa,Yola North,Informal
20000000581,Akwa Ibom,Rivers,Okrika,Business
20000000582,Ondo,Nasarawa,Keffi,Remittance
20000000583,Abia,Gombe,Kaltungo,Business
20000000584,Oyo,Delta,Udu,Salary
20000000585,Katsina,Nasarawa,Keffi,Business
20000000586,FCT,Delta,Udu,Agriculture
20000000587,Osun,Anambra,Awka South,Agriculture
20000000588,Kano,Niger,Minna,Salary
20000000589,Anambra,Ekiti,Ikere,Remittance
20000000590,Kaduna,Plateau,Barkin Ladi,Salary
20000000591,Sokoto,Adamawa,Yola North,Salary
20000000592,Ogun,Kebbi,Argungu,Freelancing
20000000593,Edo,Oyo,Ogbomosho North,Business
20000000594,Kwara,Kaduna,Kafanchan,Business
20000000595,Oyo,Plateau,Jos North,Business
20000000596,Adamawa,Ogun,Ijebu Ode,Salary
20000000597,Katsina,Zamfara,Kaura Namoda,Business
20000000598,Kwara,Kano,Gwale,Salary
20000000599,Osun,Katsina,Daura,Contract
20000000600,Katsina,Adamawa,Yola North,Agriculture
20000000601,Osun,Cross River,Ikom,Salary
20000000602,Yobe,Imo,Orlu,Agriculture
20000000603,Gombe,Yobe,Potiskum,Contract
20000000604,FCT,Ondo,Akure South,Salary
20000000605,Taraba,Benue,Gboko,Salary
20000000606,Niger,Adamawa,Mubi North,Investment
20000000607,Akwa Ibom,Cross River,Calabar Municipal,Salary
20000000608,Katsina,Cross River,Calabar Municipal,Business
20000000609,Katsina,Niger,Suleja,Freelancing
20000000610,Edo,Taraba,Jalingo,Salary
20000000611,Ebonyi,Katsina,Daura,Business
20000000612,Oyo,Kogi,Lokoja,Business
20000000613,Abia,Bauchi,Bauchi,Freelancing
20000000614,Sokoto,Niger,Suleja,Business
20000000615,Gombe,Borno,Maiduguri,Business
20000000616,Ondo,Ondo,Ondo West,Agriculture
20000000617,Ekiti,Zamfara,Kaura Namoda,Salary
20000000618,Katsina,Yobe,Potiskum,Agriculture
20000000619,Oyo,Oyo,Ibadan North,Salary
20000000620,Yobe,Sokoto,Sokoto North,Agriculture
20000000621,Rivers,Bauchi,Azare,Business
20000000622,Ekiti,Katsina,Daura,Agriculture
20000000623,Ondo,Jigawa,Dutse,Salary
20000000624,Kebbi,Osun,Ife Central,Business
20000000625,Kano,Kogi,Okene,Salary
20000000626,Ekiti,Kaduna,Kafanchan,Business
20000000627,Zamfara,Akwa Ibom,Eket,Salary
20000000628,Zamfara,Nasarawa,Lafia,Business
20000000629,Nasarawa,Ogun,Ado-Odo/Ota,Salary
20000000630,Gombe,Bayelsa,Ogbia,Business
20000000631,Kogi,Abia,Umuahia North,Salary
20000000632,Akwa Ibom,Ondo,Ondo West,Agriculture
20000000633,Rivers,Ogun,Sagamu,Agriculture
20000000634,Kebbi,Anambra,Onitsha North,Salary
20000000635,Jigawa,Katsina,Daura,Remittance
20000000636,Sokoto,Zamfara,Gusau,Business
20000000637,Akwa Ibom,Enugu,Nsukka,Salary
20000000638,Kano,Benue,Makurdi,Business
20000000639,Osun,Gombe,Kaltungo,Business
20000000640,Nasarawa,Taraba,Wukari,Remittance
20000000641,Imo,Lagos,Surulere,Freelancing
20000000642,Ebonyi,Kwara,Offa,Agriculture
20000000643,Sokoto,Akwa Ibom,Uyo,Agriculture
20000000644,Enugu,Bayelsa,Ogbia,Business
20000000645,Yobe,Cross River,Calabar Municipal,Salary
20000000646,Katsina,Akwa Ibom,Uyo,Salary
20000000647,Benue,Imo,Owerri Municipal,Freelancing
20000000648,Lagos,Bayelsa,Ogbia,Business
20000000649,Lagos,Jigawa,Dutse,Business
20000000650,Sokoto,Delta,Warri South,Salary
20000000651,Adamawa,Imo,Owerri Municipal,Business
20000000652,Cross River,Adamawa,Yola North,Salary
20000000653,Zamfara,Katsina,Daura,Business
20000000654,Bayelsa,Zamfara,Kaura Namoda,Business
20000000655,Katsina,Benue,Otukpo,Business
20000000656,Yobe,FCT,Kuje,Business
20000000657,Imo,Ebonyi,Abakaliki,Salary
20000000658,Bauchi,Bayelsa,Ogbia,Investment
20000000659,Akwa Ibom,Cross River,Calabar Municipal,Salary
20000000660,Osun,Adamawa,Mubi North,Agriculture
20000000661,Ondo,Ekiti,Ado-Ekiti,Business
20000000662,Osun,Abia,Aba South,Salary
20000000663,Borno,Gombe,Gombe,Agriculture
20000000664,Plateau,Zamfara,Kaura Namoda,Business
20000000665,Edo,Kwara,Ilorin West,Freelancing
20000000666,Kebbi,Lagos,Yaba,Investment
20000000667,Kwara,FCT,Bwari,Business
20000000668,Lagos,Jigawa,Hadejia,Agriculture
20000000669,Oyo,Bauchi,Bauchi,Business
20000000670,Bayelsa,Yobe,Potiskum,Salary
20000000671,Kwara,Akwa Ibom,Uyo,Agriculture
20000000672,Kaduna,Lagos,Yaba,Business
20000000673,Borno,Ekiti,Oye,Business
20000000674,Kano,Jigawa,Hadejia,Investment
20000000675,Osun,Bayelsa,Ogbia,Agriculture
20000000676,FCT,Bauchi,Bauchi,Contract
20000000677,Benue,Taraba,Wukari,Salary
20000000678,Ebonyi,Abia,Umuahia North,Freelancing
20000000679,FCT,Cross River,Ikom,Salary
20000000680,Gombe,Delta,Udu,Agriculture
20000000681,Borno,Imo,Owerri Municipal,Freelancing
20000000682,Borno,Adamawa,Yola North,Salary
20000000683,Ekiti,Lagos,Alimosho,Agriculture
20000000684,Katsina,Ekiti,Ado-Ekiti,Agriculture
20000000685,Edo,FCT,Gwagwalada,Freelancing
20000000686,Kaduna,Plateau,Barkin Ladi,Agriculture
20000000687,Delta,Katsina,Daura,Freelancing
20000000688,Nasarawa,Gombe,Kaltungo,Agriculture
20000000689,Rivers,Imo,Owerri Municipal,Agriculture
20000000690,Kogi,Anambra,Onitsha North,Contract
20000000691,Zamfara,Ogun,Sagamu,Agriculture
20000000692,Gombe,Cross River,Ikom,Freelancing
20000000693,Abia,Borno,Maiduguri,Agriculture
20000000694,Gombe,Lagos,Yaba,Salary
20000000695,Osun,Ondo,Ondo West,Business
20000000696,Delta,Edo,Oredo,Salary
20000000697,Katsina,FCT,Abuja Municipal,Freelancing
20000000698,Osun,Akwa Ibom,Eket,Business
20000000699,Kwara,Yobe,Potiskum,Salary
20000000700,Benue,Bayelsa,Yenagoa,Salary
20000000701,Bauchi,Kaduna,Kaduna South,Salary
20000000702,Sokoto,Benue,Makurdi,Salary
20000000703,Ekiti,Ondo,Owo,Business
20000000704,Imo,Yobe,Damaturu,Salary
20000000705,Abia,Osun,Ilesa East,Investment
20000000706,Kano,Imo,Owerri Municipal,Salary
20000000707,Akwa Ibom,Oyo,Ogbomosho North,Agriculture
20000000708,Kaduna,Sokoto,Tambuwal,Agriculture
20000000709,Edo,Rivers,Eleme,Salary
20000000710,Edo,Kaduna,Kaduna North,Salary
20000000711,Zamfara,Kwara,Ilorin East,Investment
20000000712,Lagos,Ogun,Sagamu,Business
20000000713,Niger,Sokoto,Tambuwal,Business
20000000714,Anambra,Taraba,Jalingo,Business
20000000715,Anambra,Benue,Gboko,Agriculture
20000000716,Akwa Ibom,Ogun,Sagamu,Salary
20000000717,Adamawa,Ondo,Ondo West,Salary
20000000718,FCT,Ebonyi,Abakaliki,Remittance
20000000719,Bayelsa,Imo,Orlu,Business
20000000720,Gombe,Taraba,Wukari,Agriculture
20000000721,Gombe,Katsina,Katsina,Salary
20000000722,Ekiti,Rivers,Port Harcourt,Agriculture
20000000723,Kebbi,Imo,Orlu,Salary
20000000724,Edo,Ekiti,Oye,Agriculture
20000000725,Delta,Adamawa,Yola North,Business
20000000726,Kebbi,Plateau,Jos North,Mixed
20000000727,Sokoto,Bauchi,Bauchi,Agriculture
20000000728,Kano,Cross River,Ikom,Business
20000000729,Yobe,Adamawa,Yola North,Business
20000000730,Anambra,Ogun,Abeokuta South,Agriculture
20000000731,Sokoto,Benue,Gboko,Salary
20000000732,Gombe,Zamfara,Kaura Namoda,Business
20000000733,Sokoto,Ondo,Akure South,Agriculture
20000000734,Oyo,Anambra,Awka South,Agriculture
20000000735,Edo,Yobe,Damaturu,Contract
20000000736,Bauchi,Delta,Udu,Business
20000000737,Anambra,Gombe,Kaltungo,Freelancing
20000000738,Gombe,Oyo,Ibadan North,Salary
20000000739,Sokoto,Borno,Biu,Salary
20000000740,Niger,Kaduna,Kafanchan,Freelancing
20000000741,Benue,Gombe,Kaltungo,Freelancing
20000000742,Kwara,Nasarawa,Keffi,Salary
20000000743,Imo,Lagos,Eti-Osa,Investment
20000000744,Akwa Ibom,Osun,Ife Central,Freelancing
20000000745,Katsina,Ondo,Owo,Freelancing
20000000746,Oyo,Nasarawa,Keffi,Contract
20000000747,Anambra,Yobe,Potiskum,Agriculture
20000000748,Bauchi,Lagos,Surulere,Business
20000000749,Zamfara,Kogi,Lokoja,Remittance
20000000750,Rivers,Kaduna,Kafanchan,Business
20000000751,Sokoto,Ebonyi,Afikpo North,Contract
20000000752,Delta,Katsina,Daura,Business
20000000753,Osun,Adamawa,Yola North,Salary
20000000754,Nasarawa,Akwa Ibom,Eket,Salary
20000000755,Rivers,Kebbi,Argungu,Business
20000000756,Ogun,Delta,Warri South,Remittance
20000000757,FCT,Bayelsa,Ogbia,Salary
20000000758,Adamawa,Edo,Oredo,Salary
20000000759,Imo,Imo,Orlu,Business
20000000760,Oyo,Delta,Oshimili South,Business
20000000761,Abia,Abia,Umuahia North,Mixed
20000000762,Kebbi,Adamawa,Yola North,Business
20000000763,Imo,Nasarawa,Lafia,Freelancing
20000000764,Gombe,Katsina,Daura,Salary
20000000765,Abia,Plateau,Jos South,Salary
20000000766,Yobe,Adamawa,Yola North,Salary
20000000767,FCT,Jigawa,Dutse,Salary
20000000768,Osun,Anambra,Awka South,Salary
20000000769,Gombe,Anambra,Onitsha North,Investment
20000000770,Gombe,Kwara,Ilorin West,Salary
20000000771,Jigawa,Gombe,Gombe,Agriculture
20000000772,Akwa Ibom,Ekiti,Ado-Ekiti,Salary
20000000773,Kano,Ondo,Akure South,Salary
20000000774,Benue,FCT,Gwagwalada,Mixed
20000000775,Kaduna,Borno,Biu,Salary
20000000776,Lagos,Edo,Ikpoba-Okha,Business
20000000777,Ogun,Abia,Aba South,Investment
20000000778,Delta,Taraba,Wukari,Business
20000000779,Sokoto,Ebonyi,Afikpo North,Salary
20000000780,Sokoto,Ekiti,Oye,Business
20000000781,Lagos,Ebonyi,Afikpo North,Salary
20000000782,Jigawa,Jigawa,Hadejia,Agriculture
20000000783,Niger,Anambra,Nnewi North,Remittance
20000000784,Borno,Ondo,Owo,Business
20000000785,Anambra,Bauchi,Bauchi,Salary
20000000786,Taraba,Akwa Ibom,Eket,Business
20000000787,Cross River,Oyo,Oyo East,Salary
20000000788,Jigawa,Ebonyi,Abakaliki,Agriculture
20000000789,Kwara,Kano,Tarauni,Salary
20000000790,Nasarawa,Ekiti,Ado-Ekiti,Salary
20000000791,Kaduna,Kebbi,Birnin Kebbi,Freelancing
20000000792,Kwara,Katsina,Katsina,Business
20000000793,Jigawa,Anambra,Onitsha North,Salary
20000000794,Ebonyi,Cross River,Ikom,Business
20000000795,Yobe,Adamawa,Mubi North,Business
20000000796,Delta,Benue,Gboko,Agriculture
20000000797,Akwa Ibom,Ebonyi,Abakaliki,Business
20000000798,Kano,Gombe,Gombe,Salary
20000000799,Kogi,Kano,Fagge,Salary
20000000800,Edo,Anambra,Awka South,Business
20000000801,Akwa Ibom,Anambra,Nnewi North,Salary
20000000802,Ekiti,Anambra,Nnewi North,Salary
20000000803,Adamawa,Zamfara,Kaura Namoda,Salary
20000000804,Edo,Edo,Ikpoba-Okha,Salary
20000000805,Oyo,Benue,Makurdi,Remittance
20000000806,Ekiti,Bayelsa,Ogbia,Salary
20000000807,Kano,Imo,Orlu,Salary
20000000808,Anambra,Anambra,Nnewi North,Salary
20000000809,Imo,Plateau,Jos South,Freelancing
20000000810,Bayelsa,Oyo,Oyo East,Agriculture
20000000811,Adamawa,Gombe,Kaltungo,Contract
20000000812,Sokoto,Benue,Gboko,Investment
20000000813,Kaduna,Bayelsa,Ogbia,Salary
20000000814,Adamawa,Imo,Orlu,Salary
20000000815,Yobe,Niger,Suleja,Business
20000000816,Kogi,Bauchi,Azare,Mixed
20000000817,Akwa Ibom,Plateau,Barkin Ladi,Informal
20000000818,Ogun,Benue,Makurdi,Salary
20000000819,Kogi,Ebonyi,Afikpo North,Business
20000000820,Taraba,Gombe,Kaltungo,Salary
20000000821,Edo,Niger,Bida,Agriculture
20000000822,Nasarawa,Ondo,Owo,Salary
20000000823,Kaduna,Ogun,Sagamu,Salary
20000000824,Anambra,Edo,Egor,Salary
20000000825,Sokoto,Kogi,Okene,Salary
20000000826,Ogun,Bayelsa,Ogbia,Freelancing
20000000827,Jigawa,Nasarawa,Lafia,Salary
20000000828,Osun,Jigawa,Hadejia,Salary
20000000829,Delta,Borno,Maiduguri,Freelancing
20000000830,Bayelsa,Taraba,Jalingo,Freelancing
20000000831,Niger,Kano,Fagge,Salary
20000000832,Osun,Jigawa,Dutse,Business
20000000833,Abia,Ebonyi,Abakaliki,Business
20000000834,Ebonyi,Kebbi,Argungu,Business
20000000835,Kaduna,Sokoto,Sokoto North,Mixed
20000000836,Anambra,Delta,Warri South,Business
20000000837,Kogi,FCT,Abuja Municipal,Agriculture
20000000838,Adamawa,FCT,Bwari,Salary
20000000839,Kaduna,Sokoto,Tambuwal,Agriculture
20000000840,Imo,Enugu,Enugu North,Agriculture
20000000841,Kebbi,Adamawa,Mubi North,Agriculture
20000000842,Imo,Kaduna,Kaduna South,Investment
20000000843,Osun,Abia,Aba South,Salary
20000000844,Yobe,Plateau,Jos North,Informal
20000000845,Osun,Kwara,Ilorin West,Salary
20000000846,Bauchi,Cross River,Calabar Municipal,Business
20000000847,Osun,Enugu,Nsukka,Salary
20000000848,Rivers,Kwara,Offa,Business
20000000849,Zamfara,Yobe,Potiskum,Agriculture
20000000850,Kwara,Akwa Ibom,Eket,Agriculture
20000000851,Bayelsa,Borno,Biu,Business
20000000852,Plateau,Adamawa,Yola North,Salary
20000000853,Ekiti,Cross River,Ikom,Salary
20000000854,Delta,Kaduna,Kaduna South,Business
20000000855,Kaduna,Niger,Bida,Business
20000000856,FCT,Cross River,Ikom,Agriculture
20000000857,Benue,Kaduna,Kafanchan,Business
20000000858,Ekiti,Akwa Ibom,Eket,Business
20000000859,Oyo,Akwa Ibom,Uyo,Agriculture
20000000860,FCT,Benue,Gboko,Business
20000000861,Kogi,Rivers,Okrika,Business
20000000862,Adamawa,Oyo,Ibadan North,Business
20000000863,Kano,Plateau,Barkin Ladi,Salary
20000000864,Ekiti,Delta,Udu,Agriculture
20000000865,Taraba,Anambra,Awka South,Business
20000000866,Katsina,Jigawa,Hadejia,Agriculture
20000000867,Taraba,Kwara,Ilorin West,Agriculture
20000000868,Niger,Jigawa,Hadejia,Salary
20000000869,Niger,Yobe,Potiskum,Salary
20000000870,Ogun,Adamawa,Yola North,Business
20000000871,Zamfara,Oyo,Ibadan South-West,Freelancing
20000000872,Ebonyi,Gombe,Kaltungo,Business
20000000873,Edo,Imo,Owerri Municipal,Salary
20000000874,Anambra,Lagos,Yaba,Agriculture
20000000875,Edo,Ekiti,Ado-Ekiti,Business
20000000876,Gombe,Nasarawa,Keffi,Business
20000000877,Ogun,Zamfara,Gusau,Salary
20000000878,Sokoto,Benue,Gboko,Salary
20000000879,Osun,Akwa Ibom,Uyo,Informal
20000000880,Ogun,Jigawa,Dutse,Business
20000000881,Nasarawa,Yobe,Damaturu,Salary
20000000882,Zamfara,Delta,Oshimili South,Freelancing
20000000883,Ogun,Benue,Otukpo,Salary
20000000884,Niger,Yobe,Damaturu,Salary
20000000885,Katsina,Rivers,Okrika,Salary
20000000886,Enugu,Kaduna,Kaduna South,Salary
20000000887,Kano,Taraba,Wukari,Business
20000000888,Ondo,Plateau,Barkin Ladi,Agriculture
20000000889,Imo,Niger,Suleja,Salary
20000000890,Ebonyi,Bayelsa,Ogbia,Mixed
20000000891,Osun,Borno,Maiduguri,Investment
20000000892,Adamawa,Nasarawa,Keffi,Business
20000000893,Rivers,Plateau,Jos North,Investment
20000000894,FCT,FCT,Abuja Municipal,Salary
20000000895,Anambra,Cross River,Calabar Municipal,Business
20000000896,Nasarawa,Delta,Warri South,Freelancing
20000000897,Adamawa,Kogi,Lokoja,Contract
20000000898,Kaduna,Yobe,Damaturu,Agriculture
20000000899,Oyo,Abia,Umuahia North,Salary
20000000900,Benue,Jigawa,Dutse,Business
20000000901,Cross River,Ebonyi,Afikpo North,Contract
20000000902,Cross River,Bauchi,Azare,Salary
20000000903,Lagos,FCT,Gwagwalada,Investment
20000000904,Nasarawa,Edo,Ikpoba-Okha,Business
20000000905,Kebbi,Borno,Maiduguri,Business
20000000906,Abia,Delta,Udu,Investment
20000000907,Kano,Borno,Maiduguri,Salary
20000000908,Bayelsa,Taraba,Wukari,Business
20000000909,Ebonyi,Akwa Ibom,Eket,Business
20000000910,Kwara,Yobe,Potiskum,Agriculture
20000000911,Anambra,Anambra,Onitsha North,Salary
20000000912,Delta,Yobe,Potiskum,Freelancing
20000000913,Jigawa,Kaduna,Zaria,Salary
20000000914,Plateau,Edo,Ikpoba-Okha,Business
20000000915,Anambra,Sokoto,Tambuwal,Freelancing
20000000916,Kwara,FCT,Bwari,Business
20000000917,Kwara,Imo,Owerri Municipal,Business
20000000918,Jigawa,Sokoto,Tambuwal,Freelancing
20000000919,Sokoto,Adamawa,Mubi North,Salary
20000000920,Niger,Kebbi,Argungu,Agriculture
20000000921,Adamawa,Benue,Gboko,Business
20000000922,Jigawa,Ekiti,Ikere,Freelancing
20000000923,Zamfara,Kwara,Ilorin West,Salary
20000000924,Imo,Abia,Umuahia North,Business
20000000925,Nasarawa,Adamawa,Yola North,Salary
20000000926,Niger,Osun,Ilesa East,Agriculture
20000000927,Nasarawa,Bayelsa,Yenagoa,Business
20000000928,Borno,Borno,Maiduguri,Salary
20000000929,Adamawa,Kwara,Offa,Contract
20000000930,Delta,Jigawa,Hadejia,Salary
20000000931,Kogi,Ebonyi,Abakaliki,Business
20000000932,Sokoto,Sokoto,Sokoto North,Contract
20000000933,Rivers,Ondo,Akure South,Business
20000000934,Lagos,Edo,Ikpoba-Okha,Freelancing
20000000935,Niger,Zamfara,Kaura Namoda,Agriculture
20000000936,Niger,Anambra,Nnewi North,Remittance
20000000937,FCT,Gombe,Kaltungo,Contract
20000000938,Plateau,Benue,Otukpo,Freelancing
20000000939,Borno,Nasarawa,Lafia,Salary
20000000940,Kwara,Benue,Makurdi,Remittance
20000000941,Kwara,Cross River,Calabar Municipal,Agriculture
20000000942,Adamawa,Delta,Udu,Business
20000000943,Kebbi,Kebbi,Birnin Kebbi,Business
20000000944,Ondo,Taraba,Jalingo,Contract
20000000945,Oyo,Osun,Ilesa East,Salary
20000000946,Nasarawa,Bauchi,Bauchi,Business
20000000947,Kwara,Kaduna,Kaduna North,Business
20000000948,Oyo,Nasarawa,Lafia,Salary
20000000949,Akwa Ibom,Niger,Minna,Business
20000000950,Taraba,Imo,Owerri Municipal,Salary
20000000951,FCT,Lagos,Eti-Osa,Business
20000000952,Anambra,Sokoto,Tambuwal,Salary
20000000953,Ebonyi,Niger,Suleja,Freelancing
20000000954,Kano,Kwara,Offa,Freelancing
20000000955,Ebonyi,Cross River,Calabar Municipal,Agriculture
20000000956,Ekiti,Kebbi,Birnin Kebbi,Business
20000000957,Enugu,Anambra,Onitsha North,Salary
20000000958,Adamawa,Gombe,Kaltungo,Contract
20000000959,Edo,Lagos,Ikeja,Business
20000000960,Kebbi,Katsina,Katsina,Contract
20000000961,Bayelsa,Taraba,Wukari,Informal
20000000962,Lagos,Kogi,Lokoja,Business
20000000963,Kebbi,Taraba,Jalingo,Freelancing
20000000964,Kwara,Jigawa,Hadejia,Salary
20000000965,Sokoto,Yobe,Damaturu,Investment
20000000966,Abia,Imo,Owerri Municipal,Agriculture
20000000967,FCT,Taraba,Jalingo,Freelancing
20000000968,Adamawa,Lagos,Ikeja,Investment
20000000969,Yobe,Zamfara,Kaura Namoda,Salary
20000000970,Kwara,Abia,Aba South,Salary
20000000971,Jigawa,Ekiti,Ado-Ekiti,Agriculture
20000000972,Kwara,Benue,Gboko,Agriculture
20000000973,Katsina,Ebonyi,Abakaliki,Salary
20000000974,Kaduna,Cross River,Calabar Municipal,Agriculture
20000000975,Kaduna,Edo,Egor,Salary
20000000976,Adamawa,Plateau,Barkin Ladi,Remittance
20000000977,Taraba,Anambra,Awka South,Freelancing
20000000978,Ondo,Niger,Minna,Freelancing
20000000979,Ogun,Adamawa,Yola North,Remittance
20000000980,Adamawa,Abia,Aba South,Business
20000000981,Akwa Ibom,Abia,Aba South,Salary
20000000982,Kano,Kaduna,Zaria,Freelancing
20000000983,Bayelsa,Zamfara,Kaura Namoda,Remittance
20000000984,Ekiti,Bayelsa,Yenagoa,Remittance
20000000985,Ogun,Lagos,Surulere,Informal
20000000986,Kebbi,Kebbi,Argungu,Salary
20000000987,Ekiti,Kebbi,Argungu,Business
20000000988,Kaduna,Sokoto,Tambuwal,Salary
20000000989,Imo,Imo,Owerri Municipal,Business
20000000990,Jigawa,Cross River,Ikom,Business
20000000991,Ondo,Benue,Makurdi,Remittance
20000000992,Anambra,Edo,Oredo,Business
20000000993,Gombe,Kebbi,Argungu,Business
20000000994,Kogi,Adamawa,Mubi North,Salary
20000000995,Adamawa,Gombe,Kaltungo,Freelancing
20000000996,Kwara,Plateau,Jos South,Salary
20000000997,Delta,Ogun,Ado-Odo/Ota,Salary
20000000998,Kogi,Ogun,Abeokuta South,Business
20000000999,Cross River,Imo,Orlu,Agriculture
20000001000,Abia,Sokoto,Sokoto North,Agriculture
20000001001,Kano,Kogi,Lokoja,Mixed
20000001002,Sokoto,Plateau,Jos North,Salary
20000001003,Borno,Jigawa,Dutse,Salary
20000001004,Abia,Abia,Umuahia North,Business
20000001005,Borno,Sokoto,Tambuwal,Agriculture
20000001006,Ondo,Akwa Ibom,Uyo,Salary
20000001007,Ebonyi,Ondo,Ondo West,Freelancing
20000001008,Nasarawa,Zamfara,Gusau,Salary
20000001009,Jigawa,Kaduna,Kaduna North,Salary
20000001010,Edo,Plateau,Jos North,Salary
20000001011,Anambra,Lagos,Yaba,Business
20000001012,Bayelsa,Delta,Udu,Business
20000001013,Kano,Enugu,Enugu North,Investment
20000001014,Gombe,Rivers,Okrika,Agriculture
20000001015,Abia,Yobe,Damaturu,Contract
20000001016,Cross River,Kwara,Ilorin West,Investment
20000001017,Yobe,Enugu,Enugu North,Contract
20000001018,Borno,Rivers,Obio-Akpor,Agriculture
20000001019,Kwara,Kano,Tarauni,Agriculture
20000001020,FCT,Kano,Fagge,Business
20000001021,Ondo,Nasarawa,Keffi,Salary
20000001022,Oyo,Gombe,Gombe,Remittance
20000001023,Oyo,Osun,Ilesa East,Salary
20000001024,Akwa Ibom,Sokoto,Sokoto North,Salary
20000001025,Kano,Kano,Tarauni,Freelancing
20000001026,Kano,Benue,Otukpo,Contract
20000001027,Delta,Zamfara,Gusau,Business
20000001028,Borno,Delta,Warri South,Salary
20000001029,Anambra,Kogi,Lokoja,Salary
20000001030,Jigawa,FCT,Kuje,Salary
20000001031,Lagos,Zamfara,Kaura Namoda,Investment
20000001032,Sokoto,Katsina,Katsina,Salary
20000001033,Delta,Ebonyi,Afikpo North,Remittance
20000001034,Kano,Oyo,Oyo East,Contract
20000001035,Lagos,Kwara,Offa,Freelancing
20000001036,Sokoto,Imo,Orlu,Salary
20000001037,Borno,Ekiti,Ikere,Agriculture
