bvn,first_name,last_name,gender,age,date_of_birth,marital_status,nationality,employment_status,occupation,employment_sector,education_level,years_of_experience
20000000247,Amaka,Abdullahi,Female,39,1987-01-01,Single,Nigerian,Student,Student,,Secondary,
20000000248,Kunle,Adeyemi,Male,31,1995-01-01,Married,Nigerian,Employed,Teacher,Public,PhD,0.0
20000000249,Emeka,Okafor,Male,34,1992-01-01,Widowed,Nigerian,Employed,Engineer,Public,Primary,15.0
20000000250,Fatima,Adeyemi,Female,73,1953-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000000251,Kemi,Balogun,Female,27,1999-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Diploma,4.0
20000000252,Zainab,Okoye,Female,46,1980-01-01,Married,Nigerian,Student,Student,,PhD,
20000000253,Fatima,Lawal,Female,44,1982-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Secondary,22.0
20000000254,Chinedu,Abdullahi,Male,24,2002-01-01,Widowed,Nigerian,Self-Employed,Artisan,NGO,Masters,2.0
20000000255,Ade,Akinwale,Male,31,1995-01-01,Married,Nigerian,Employed,Engineer,Informal,Bachelors,0.0
20000000256,Emeka,Lawal,Male,63,1963-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000000257,Sade,Sadiq,Female,69,1957-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000000258,Chinedu,Adeyemi,Male,57,1969-01-01,Married,Nigerian,Employed,Teacher,Public,Secondary,6.0
20000000259,Musa,Mohammed,Male,35,1991-01-01,Divorced,Nigerian,Employed,Teacher,NGO,Bachelors,10.0
20000000260,Bisi,Akinwale,Female,37,1989-01-01,Single,Nigerian,Employed,Teacher,Private,Masters,4.0
20000000261,Ibrahim,Adeyemi,Male,63,1963-01-01,Single,Nigerian,Employed,Teacher,Private,PhD,8.0
20000000262,Sade,Balogun,Female,23,2003-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000000263,Sade,Sadiq,Female,69,1957-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000000264,Halima,Okafor,Female,23,2003-01-01,Married,Nigerian,Employed,Analyst,Private,PhD,5.0
20000000265,Kunle,Ogunleye,Male,28,1998-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000000266,Sade,Mohammed,Female,31,1995-01-01,Single,Nigerian,Employed,Teacher,NGO,PhD,0.0
20000000267,Halima,Balogun,Female,40,1986-01-01,Married,Nigerian,Student,Student,,Diploma,
20000000268,Sadiq,Lawal,Male,69,1957-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000000269,Aisha,Akinwale,Female,29,1997-01-01,Single,Nigerian,Employed,Engineer,Private,Diploma,8.0
20000000270,Ngozi,Sadiq,Female,73,1953-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000000271,Ade,Sadiq,Male,37,1989-01-01,Widowed,Nigerian,Employed,Analyst,Private,Primary,16.0
20000000272,Chinedu,Mohammed,Male,64,1962-01-01,Widowed,Nigerian,Employed,Civil Servant,Public,Secondary,6.0
20000000273,Funke,Adeyemi,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000000274,Kunle,Balogun,Male,58,1968-01-01,Widowed,Nigerian,Employed,Accountant,Informal,Primary,17.0
20000000275,Sade,Adeyemi,Female,26,2000-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Diploma,7.0
20000000276,Amaka,Mohammed,Female,41,1985-01-01,Married,Nigerian,Employed,Analyst,NGO,Bachelors,8.0
20000000277,Ngozi,Okafor,Female,36,1990-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Secondary,2.0
20000000278,Sade,Lawal,Female,45,1981-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000000279,Ngozi,Adeyemi,Female,71,1955-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000000280,Aisha,Balogun,Female,75,1951-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000000281,Chinedu,Sadiq,Male,23,2003-01-01,Divorced,Nigerian,Employed,Teacher,NGO,PhD,3.0
20000000282,Ade,Okafor,Male,25,2001-01-01,Divorced,Nigerian,Employed,Civil Servant,Informal,Masters,0.0
20000000283,Kemi,Mohammed,Female,36,1990-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000000284,Bisi,Balogun,Female,65,1961-01-01,Divorced,Nigerian,Employed,Teacher,Private,Primary,21.0
20000000285,Ade,Lawal,Male,42,1984-01-01,Widowed,Nigerian,Employed,Engineer,Informal,Primary,3.0
20000000286,Sade,Balogun,Female,66,1960-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000000287,Amaka,Abdullahi,Female,60,1966-01-01,Single,Nigerian,Employed,Engineer,Public,PhD,0.0
20000000288,Ade,Okoye,Male,37,1989-01-01,Divorced,Nigerian,Self-Employed,Artisan,Informal,Masters,16.0
20000000289,Zainab,Balogun,Female,30,1996-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000000290,Yusuf,Akinwale,Male,22,2004-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000000291,Sade,Lawal,Female,46,1980-01-01,Widowed,Nigerian,Employed,Teacher,Informal,Masters,2.0
20000000292,Emeka,Okafor,Male,19,2007-01-01,Married,Nigerian,Student,Student,,Primary,
20000000293,Sadiq,Akinwale,Male,54,1972-01-01,Single,Nigerian,Employed,Accountant,Public,Secondary,19.0
20000000294,Ngozi,Abdullahi,Female,18,2008-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000000295,Kunle,Adeyemi,Male,62,1964-01-01,Married,Nigerian,Employed,Analyst,Public,Primary,39.0
20000000296,Emeka,Lawal,Male,41,1985-01-01,Married,Nigerian,Self-Employed,Trader,Public,Masters,21.0
20000000297,Aisha,Ogunleye,Female,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000000298,Olu,Okafor,Male,25,2001-01-01,Married,Nigerian,Unemployed,None,,Masters,
20000000299,Sadiq,Mohammed,Male,52,1974-01-01,Married,Nigerian,Student,Student,,Masters,
20000000300,Bisi,Sadiq,Female,57,1969-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000000301,Musa,Mohammed,Male,44,1982-01-01,Married,Nigerian,Employed,Civil Servant,Private,PhD,9.0
20000000302,Olu,Ogunleye,Male,42,1984-01-01,Married,Nigerian,Employed,Civil Servant,Private,Diploma,11.0
20000000303,Ngozi,Abdullahi,Female,46,1980-01-01,Divorced,Nigerian,Employed,Civil Servant,NGO,Primary,11.0
20000000304,Ibrahim,Sadiq,Male,25,2001-01-01,Divorced,Nigerian,Self-Employed,Farmer,Informal,PhD,7.0
20000000305,Bisi,Balogun,Female,64,1962-01-01,Married,Nigerian,Employed,Analyst,Informal,Bachelors,18.0
20000000306,Yusuf,Balogun,Male,27,1999-01-01,Married,Nigerian,Employed,Teacher,Public,Primary,3.0
20000000307,Sade,Okafor,Female,63,1963-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000000308,Ade,Lawal,Male,36,1990-01-01,Widowed,Nigerian,Employed,Accountant,Private,Secondary,14.0
20000000309,Ibrahim,Abdullahi,Male,24,2002-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000000310,Ade,Okafor,Male,20,2006-01-01,Single,Nigerian,Student,Student,,Masters,
20000000311,Tunde,Lawal,Male,26,2000-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000000312,Kunle,Okafor,Male,27,1999-01-01,Married,Nigerian,Employed,Teacher,Private,Masters,7.0
20000000313,Zainab,Balogun,Female,35,1991-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000000314,Chinedu,Mohammed,Male,60,1966-01-01,Married,Nigerian,Employed,Engineer,NGO,Masters,24.0
20000000315,Halima,Balogun,Female,60,1966-01-01,Divorced,Nigerian,Employed,Teacher,Informal,Bachelors,10.0
20000000316,Zainab,Ogunleye,Female,24,2002-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000000317,Kunle,Balogun,Male,71,1955-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000000318,Ibrahim,Abdullahi,Male,36,1990-01-01,Single,Nigerian,Employed,Accountant,NGO,Secondary,3.0
20000000319,Musa,Ogunleye,Male,55,1971-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000000320,Yusuf,Ogunleye,Male,37,1989-01-01,Widowed,Nigerian,Student,Student,,Bachelors,
20000000321,Zainab,Akinwale,Female,31,1995-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000000322,Ade,Okafor,Male,62,1964-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000000323,Olu,Sadiq,Male,45,1981-01-01,Married,Nigerian,Employed,Engineer,Private,Primary,25.0
20000000324,Bisi,Sadiq,Female,69,1957-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000000325,Emeka,Lawal,Male,46,1980-01-01,Divorced,Nigerian,Employed,Teacher,Public,Diploma,18.0
20000000326,Aisha,Okoye,Female,34,1992-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000000327,Tunde,Sadiq,Male,60,1966-01-01,Married,Nigerian,Unemployed,None,,Masters,
20000000328,Kemi,Adeyemi,Female,46,1980-01-01,Single,Nigerian,Employed,Analyst,NGO,PhD,4.0
20000000329,Amaka,Okoye,Female,30,1996-01-01,Widowed,Nigerian,Employed,Engineer,Public,Bachelors,2.0
20000000330,Olu,Adeyemi,Male,42,1984-01-01,Widowed,Nigerian,Employed,Engineer,Public,Bachelors,16.0
20000000331,Chinedu,Okoye,Male,53,1973-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000000332,Funke,Balogun,Female,61,1965-01-01,Divorced,Nigerian,Self-Employed,Trader,Informal,Diploma,43.0
20000000333,Musa,Sadiq,Male,30,1996-01-01,Divorced,Nigerian,Employed,Civil Servant,Private,Bachelors,4.0
20000000334,Kemi,Okoye,Female,36,1990-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000000335,Aisha,Akinwale,Female,31,1995-01-01,Married,Nigerian,Employed,Civil Servant,Public,Bachelors,0.0
20000000336,Fatima,Okoye,Female,43,1983-01-01,Divorced,Nigerian,Employed,Accountant,NGO,Diploma,3.0
20000000337,Ade,Ogunleye,Male,73,1953-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000000338,Aisha,Okoye,Female,24,2002-01-01,Married,Nigerian,Student,Student,,Diploma,
20000000339,Sade,Lawal,Female,64,1962-01-01,Widowed,Nigerian,Employed,Analyst,Private,PhD,3.0
20000000340,Chinedu,Okoye,Male,50,1976-01-01,Widowed,Nigerian,Self-Employed,Farmer,NGO,Masters,10.0
20000000341,Ade,Mohammed,Male,24,2002-01-01,Widowed,Nigerian,Self-Employed,Consultant,NGO,Diploma,4.0
20000000342,Kunle,Mohammed,Male,74,1952-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000000343,Zainab,Lawal,Female,38,1988-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000000344,Kemi,Mohammed,Female,18,2008-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000000345,Yusuf,Ogunleye,Male,57,1969-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Masters,13.0
20000000346,Funke,Adeyemi,Female,61,1965-01-01,Single,Nigerian,Employed,Accountant,Informal,Bachelors,40.0
20000000347,Tunde,Abdullahi,Male,69,1957-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000000348,Sadiq,Ogunleye,Male,25,2001-01-01,Single,Nigerian,Employed,Engineer,Public,Primary,3.0
20000000349,Kunle,Ogunleye,Male,43,1983-01-01,Single,Nigerian,Employed,Civil Servant,Public,Bachelors,1.0
20000000350,Chinedu,Sadiq,Male,46,1980-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000000351,Amaka,Okafor,Female,36,1990-01-01,Single,Nigerian,Employed,Analyst,Public,PhD,13.0
20000000352,Halima,Akinwale,Female,52,1974-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000000353,Funke,Okoye,Female,43,1983-01-01,Single,Nigerian,Employed,Teacher,Informal,Secondary,8.0
20000000354,Zainab,Abdullahi,Female,56,1970-01-01,Divorced,Nigerian,Self-Employed,Consultant,NGO,Diploma,0.0
20000000355,Fatima,Abdullahi,Female,33,1993-01-01,Married,Nigerian,Self-Employed,Trader,Public,Secondary,0.0
20000000356,Tunde,Adeyemi,Male,40,1986-01-01,Widowed,Nigerian,Self-Employed,Artisan,Informal,Masters,22.0
20000000357,Olu,Balogun,Male,41,1985-01-01,Married,Nigerian,Employed,Teacher,Public,Diploma,19.0
20000000358,Aisha,Ogunleye,Female,39,1987-01-01,Divorced,Nigerian,Self-Employed,Farmer,Informal,Diploma,18.0
20000000359,Funke,Mohammed,Female,66,1960-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000000360,Tunde,Lawal,Male,38,1988-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Diploma,20.0
20000000361,Halima,Lawal,Female,52,1974-01-01,Single,Nigerian,Employed,Teacher,Private,Bachelors,0.0
20000000362,Ade,Mohammed,Male,62,1964-01-01,Divorced,Nigerian,Employed,Civil Servant,Private,Bachelors,24.0
20000000363,Ade,Akinwale,Male,37,1989-01-01,Single,Nigerian,Self-Employed,Farmer,Informal,Secondary,19.0
20000000364,Sade,Okafor,Female,64,1962-01-01,Divorced,Nigerian,Employed,Teacher,Public,Diploma,33.0
20000000365,Chinedu,Lawal,Male,42,1984-01-01,Married,Nigerian,Employed,Accountant,Informal,Masters,15.0
20000000366,Sade,Okoye,Female,61,1965-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000000367,Sadiq,Okafor,Male,68,1958-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000000368,Tunde,Mohammed,Male,25,2001-01-01,Divorced,Nigerian,Self-Employed,Consultant,Public,Primary,2.0
20000000369,Fatima,Okafor,Female,42,1984-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000000370,Chinedu,Okafor,Male,56,1970-01-01,Married,Nigerian,Self-Employed,Trader,Informal,Masters,24.0
20000000371,Zainab,Okoye,Female,43,1983-01-01,Divorced,Nigerian,Employed,Civil Servant,Private,Secondary,22.0
20000000372,Amaka,Ogunleye,Female,40,1986-01-01,Widowed,Nigerian,Employed,Engineer,Informal,Secondary,0.0
20000000373,Bisi,Okoye,Female,41,1985-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000000374,Ibrahim,Adeyemi,Male,60,1966-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000000375,Aisha,Abdullahi,Female,56,1970-01-01,Widowed,Nigerian,Unemployed,None,,Secondary,
20000000376,Olu,Abdullahi,Male,34,1992-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Primary,0.0
20000000377,Tunde,Akinwale,Male,20,2006-01-01,Divorced,Nigerian,Student,Student,,Primary,
20000000378,Kunle,Adeyemi,Male,75,1951-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000000379,Ibrahim,Ogunleye,Male,43,1983-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000000380,Halima,Balogun,Female,56,1970-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000000381,Aisha,Okoye,Female,72,1954-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000000382,Aisha,Okafor,Female,71,1955-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000000383,Funke,Sadiq,Female,55,1971-01-01,Single,Nigerian,Student,Student,,Diploma,
20000000384,Halima,Balogun,Female,63,1963-01-01,Widowed,Nigerian,Self-Employed,Artisan,NGO,Diploma,16.0
20000000385,Yusuf,Abdullahi,Male,25,2001-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000000386,Fatima,Akinwale,Female,74,1952-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000000387,Yusuf,Okafor,Male,44,1982-01-01,Divorced,Nigerian,Employed,Accountant,Informal,Bachelors,2.0
20000000388,Aisha,Okoye,Female,21,2005-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000000389,Bisi,Balogun,Female,44,1982-01-01,Divorced,Nigerian,Self-Employed,Consultant,NGO,Diploma,13.0
20000000390,Musa,Balogun,Male,34,1992-01-01,Married,Nigerian,Employed,Analyst,Private,Bachelors,0.0
20000000391,Funke,Abdullahi,Female,48,1978-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000000392,Ngozi,Ogunleye,Female,75,1951-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000000393,Tunde,Ogunleye,Male,25,2001-01-01,Single,Nigerian,Student,Student,,Diploma,
20000000394,Ibrahim,Ogunleye,Male,39,1987-01-01,Widowed,Nigerian,Employed,Civil Servant,Private,Primary,4.0
20000000395,Halima,Lawal,Female,46,1980-01-01,Married,Nigerian,Unemployed,None,,Bachelors,
20000000396,Halima,Ogunleye,Female,38,1988-01-01,Widowed,Nigerian,Employed,Analyst,Private,Primary,15.0
20000000397,Chinedu,Mohammed,Male,23,2003-01-01,Single,Nigerian,Employed,Accountant,Informal,PhD,4.0
20000000398,Bisi,Okafor,Female,21,2005-01-01,Single,Nigerian,Student,Student,,Primary,
20000000399,Olu,Okoye,Male,35,1991-01-01,Single,Nigerian,Employed,Analyst,Informal,Masters,9.0
20000000400,Olu,Mohammed,Male,26,2000-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Masters,6.0
20000000401,Kemi,Lawal,Female,35,1991-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000000402,Zainab,Adeyemi,Female,49,1977-01-01,Married,Nigerian,Employed,Analyst,Informal,Bachelors,13.0
20000000403,Ibrahim,Adeyemi,Male,75,1951-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000000404,Fatima,Mohammed,Female,20,2006-01-01,Single,Nigerian,Student,Student,,Secondary,
20000000405,Sadiq,Okoye,Male,25,2001-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000000406,Ibrahim,Mohammed,Male,33,1993-01-01,Divorced,Nigerian,Employed,Engineer,Informal,PhD,11.0
20000000407,Bisi,Adeyemi,Female,18,2008-01-01,Single,Nigerian,Student,Student,,Primary,
20000000408,Kunle,Akinwale,Male,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000000409,Zainab,Okafor,Female,23,2003-01-01,Married,Nigerian,Employed,Accountant,Private,Masters,3.0
20000000410,Halima,Balogun,Female,23,2003-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000000411,Bisi,Okoye,Female,43,1983-01-01,Divorced,Nigerian,Employed,Teacher,NGO,Secondary,15.0
20000000412,Sadiq,Okoye,Male,50,1976-01-01,Single,Nigerian,Employed,Teacher,Public,PhD,13.0
20000000413,Tunde,Abdullahi,Male,65,1961-01-01,Divorced,Nigerian,Self-Employed,Trader,Informal,Diploma,1.0
20000000414,Sade,Okoye,Female,53,1973-01-01,Married,Nigerian,Self-Employed,Consultant,Informal,Bachelors,21.0
20000000415,Ngozi,Mohammed,Female,27,1999-01-01,Widowed,Nigerian,Employed,Engineer,Public,PhD,7.0
20000000416,Yusuf,Abdullahi,Male,31,1995-01-01,Single,Nigerian,Student,Student,,Diploma,
20000000417,Musa,Lawal,Male,36,1990-01-01,Widowed,Nigerian,Employed,Teacher,Private,Diploma,17.0
20000000418,Ade,Abdullahi,Male,54,1972-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Diploma,16.0
20000000419,Fatima,Mohammed,Female,49,1977-01-01,Married,Nigerian,Self-Employed,Artisan,Private,PhD,26.0
20000000420,Olu,Abdullahi,Male,42,1984-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000000421,Halima,Balogun,Female,23,2003-01-01,Widowed,Nigerian,Unemployed,None,,Diploma,
20000000422,Chinedu,Balogun,Male,19,2007-01-01,Single,Nigerian,Student,Student,,Secondary,
20000000423,Sade,Akinwale,Female,75,1951-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000000424,Aisha,Balogun,Female,43,1983-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Bachelors,20.0
20000000425,Olu,Okafor,Male,51,1975-01-01,Divorced,Nigerian,Employed,Engineer,Private,Bachelors,9.0
20000000426,Sadiq,Akinwale,Male,68,1958-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000000427,Sade,Abdullahi,Female,40,1986-01-01,Divorced,Nigerian,Self-Employed,Farmer,Private,Masters,5.0
20000000428,Kunle,Akinwale,Male,38,1988-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000000429,Musa,Mohammed,Male,40,1986-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000000430,Ibrahim,Adeyemi,Male,21,2005-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000000431,Kunle,Lawal,Male,64,1962-01-01,Divorced,Nigerian,Employed,Accountant,Informal,Secondary,1.0
20000000432,Sadiq,Sadiq,Male,54,1972-01-01,Single,Nigerian,Student,Student,,PhD,
20000000433,Ade,Akinwale,Male,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000000434,Tunde,Sadiq,Male,32,1994-01-01,Married,Nigerian,Employed,Civil Servant,Informal,PhD,5.0
20000000435,Tunde,Okoye,Male,71,1955-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000000436,Yusuf,Abdullahi,Male,42,1984-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Bachelors,0.0
20000000437,Kunle,Akinwale,Male,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000000438,Aisha,Lawal,Female,23,2003-01-01,Married,Nigerian,Employed,Analyst,Informal,Diploma,3.0
20000000439,Tunde,Ogunleye,Male,66,1960-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000000440,Kemi,Adeyemi,Female,58,1968-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000000441,Sadiq,Mohammed,Male,73,1953-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000000442,Fatima,Adeyemi,Female,69,1957-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000000443,Fatima,Mohammed,Female,23,2003-01-01,Widowed,Nigerian,Self-Employed,Artisan,NGO,Secondary,0.0
20000000444,Emeka,Mohammed,Male,71,1955-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000000445,Sadiq,Balogun,Male,36,1990-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000000446,Ngozi,Lawal,Female,60,1966-01-01,Widowed,Nigerian,Self-Employed,Consultant,NGO,Diploma,22.0
20000000447,Fatima,Ogunleye,Female,21,2005-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000000448,Halima,Okafor,Female,32,1994-01-01,Married,Nigerian,Employed,Analyst,NGO,Diploma,5.0
20000000449,Chinedu,Mohammed,Male,42,1984-01-01,Married,Nigerian,Student,Student,,Primary,
20000000450,Yusuf,Okoye,Male,19,2007-01-01,Single,Nigerian,Student,Student,,PhD,
20000000451,Sade,Ogunleye,Female,49,1977-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,Secondary,28.0
20000000452,Kemi,Okoye,Female,44,1982-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000000453,Kunle,Lawal,Male,26,2000-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000000454,Kemi,Okafor,Female,55,1971-01-01,Widowed,Nigerian,Unemployed,None,,Bachelors,
20000000455,Fatima,Okafor,Female,36,1990-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Masters,9.0
20000000456,Yusuf,Akinwale,Male,61,1965-01-01,Divorced,Nigerian,Employed,Accountant,Private,Primary,19.0
20000000457,Sadiq,Sadiq,Male,62,1964-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000000458,Musa,Okafor,Male,28,1998-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Diploma,2.0
20000000459,Halima,Okoye,Female,29,1997-01-01,Divorced,Nigerian,Self-Employed,Farmer,Private,Masters,1.0
20000000460,Sade,Ogunleye,Female,40,1986-01-01,Married,Nigerian,Employed,Analyst,Public,PhD,14.0
20000000461,Funke,Abdullahi,Female,71,1955-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000000462,Sade,Okafor,Female,39,1987-01-01,Divorced,Nigerian,Employed,Teacher,Public,Bachelors,4.0
20000000463,Kemi,Sadiq,Female,48,1978-01-01,Married,Nigerian,Student,Student,,Primary,
20000000464,Ibrahim,Mohammed,Male,41,1985-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Masters,19.0
20000000465,Aisha,Adeyemi,Female,38,1988-01-01,Divorced,Nigerian,Employed,Teacher,Private,Bachelors,19.0
20000000466,Ibrahim,Sadiq,Male,47,1979-01-01,Married,Nigerian,Self-Employed,Farmer,NGO,Diploma,7.0
20000000467,Amaka,Adeyemi,Female,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000000468,Emeka,Abdullahi,Male,55,1971-01-01,Widowed,Nigerian,Employed,Analyst,Public,Masters,33.0
